"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,7,"AND","Andorra","ANDORRA","Andorra","Andorra","","","","Andorre ","Andorra ","<U+0410><U+043D><U+0434><U+043E><U+0440><U+0440><U+0430> ","<U+0623><U+0646><U+062F><U+0648><U+0631><U+0627> ","<U+5B89><U+9053><U+5C14> ","","","Andorra","AD","","AN","20","Unknown","Present","67000","452.485","148.07120678033525","Southern Europe","Europe","2","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
